countryCode	year	pctUsingInternet	GDPperCap	population	fertRate	lifeExpectMale	lifeExpectFem
AFG	1990	0	..	12249114	7.466	48.89	50.874
AFG	1991	..	..	12993657	7.479	49.638	51.667
AFG	1992	..	..	13981231	7.502	50.323	52.393
AFG	1993	..	..	15095099	7.535	50.941	53.051
AFG	1994	..	..	16172719	7.572	51.497	53.643
AFG	1995	..	..	17099541	7.606	51.999	54.179
AFG	1996	..	..	17822884	7.63	52.465	54.676
AFG	1997	..	..	18381605	7.635	52.918	55.156
AFG	1998	..	..	18863999	7.616	53.379	55.642
AFG	1999	..	..	19403676	7.569	53.861	56.145
AFG	2000	..	..	20093756	7.494	54.376	56.678
AFG	2001	0.00472256824217368	..	20966463	7.392	54.929	57.249
AFG	2002	0.00456139517022146	364.570572951991	21979923	7.271	55.515	57.849
AFG	2003	0.0878912528559713	376.758714204473	23064851	7.136	56.121	58.468
AFG	2004	0.105809030021958	364.095436021804	24118979	6.988	56.74	59.1
AFG	2005	1.22414808372471	389.416357791097	25070798	6.827	57.359	59.73
AFG	2006	2.10712364546412	397.985904741902	25893450	6.651	57.964	60.346
AFG	2007	1.9	440.368155343632	26616792	6.46	58.543	60.933
AFG	2008	1.84	444.950137932355	27294031	6.254	59.086	61.486
AFG	2009	3.55	524.823533211573	28004331	6.038	59.589	61.999
AFG	2010	4	553.300289383064	28803167	5.816	60.054	62.476
AFG	2011	5	569.233387721432	29708599	5.595	60.484	62.924
AFG	2012	5.45454545454545	630.427412567377	30696958	5.38	60.892	63.354
AFG	2013	5.9	633.658411271767	31731688	5.174	61.286	63.778
AFG	2014	7	630.320014012209	32758020	4.981	61.67	64.197
AFG	2015	8.26	620.05652498092	33736494	4.802	62.046	64.613
ALB	1990	0	1947.8835449081	3286542	2.978	69.07	74.992
ALB	1991	..	1379.8169783237	3266790	2.905	69.017	74.981
ALB	1992	..	1288.25896491087	3247039	2.829	68.997	74.985
ALB	1993	..	1420.57328795871	3227287	2.751	69.037	75.039
ALB	1994	..	1547.95435292012	3207536	2.672	69.15	75.158
ALB	1995	0.011168695486794	1764.69929632752	3187784	2.591	69.347	75.352
ALB	1996	0.0321968282260578	1937.29007198088	3168033	2.507	69.631	75.618
ALB	1997	0.0485939187626304	1738.16646043428	3148281	2.422	69.982	75.931
ALB	1998	0.0650273700200414	1906.71726144226	3128530	2.334	70.376	76.269
ALB	1999	0.0814370446040466	2177.89663307357	3108778	2.246	70.797	76.616
ALB	2000	0.114097346552109	2337.9423863713	3089027	2.157	71.215	76.953
ALB	2001	0.325798377067964	2547.37731608619	3060173	2.068	71.6	77.264
ALB	2002	0.39008127343332	2663.14047692587	3051010	1.981	71.937	77.541
ALB	2003	0.971900415195857	2827.45577750698	3039616	1.897	72.223	77.782
ALB	2004	2.42038779776014	3001.40861793158	3026939	1.821	72.461	77.988
ALB	2005	6.04389086404814	3189.39511117692	3011487	1.754	72.678	78.17
ALB	2006	9.60999131577118	3383.89372561197	2992547	1.703	72.911	78.344
ALB	2007	15.0361154084109	3610.72755370642	2970017	1.668	73.192	78.528
ALB	2008	23.86	3775.38098775973	2947314	1.65	73.539	78.733
ALB	2009	41.2	3928.33863824236	2927519	1.646	73.95	78.962
ALB	2010	45	4094.35883191918	2913021	1.653	74.404	79.209
ALB	2011	49	4210.08219850607	2905195	1.668	74.867	79.462
ALB	2012	54.6559590399494	4276.92155019231	2900401	1.685	75.299	79.705
ALB	2013	57.2	4327.64451802716	2895092	1.7	75.671	79.927
ALB	2014	60.1	4413.56158290959	2889104	1.71	75.974	80.124
ALB	2015	63.252932696931	4524.64443153606	2880703	1.714	76.209	80.297
DZA	1990	0	3550.03267154172	25912367	4.726	65.194	68.267
DZA	1991	..	3422.63861820934	26554329	4.479	65.435	68.551
DZA	1992	..	3403.90345222401	27181094	4.223	65.667	68.811
DZA	1993	..	3259.84367977166	27786259	3.962	65.925	69.073
DZA	1994	0.000360673567987076	3164.8985771543	28362253	3.702	66.23	69.357
DZA	1995	0.00176895401501439	3223.55756040321	28904298	3.448	66.593	69.679
DZA	1996	0.00173853322594298	3297.86337455833	29411415	3.208	67.012	70.044
DZA	1997	0.010268463150268	3281.10213909542	29886839	2.988	67.463	70.439
DZA	1998	0.0202385545408469	3397.41019779189	30335732	2.796	67.93	70.856
DZA	1999	0.199523842999477	3457.13704649758	30765613	2.635	68.406	71.293
DZA	2000	0.491705679141589	3541.07203679729	31183660	2.514	68.893	71.748
DZA	2001	0.646114016703792	3600.4372541096	31592153	2.438	69.393	72.22
DZA	2002	1.59164126035832	3754.51627515001	31995046	2.403	69.906	72.703
DZA	2003	2.19535973086144	3974.17503202226	32403514	2.405	70.427	73.189
DZA	2004	4.63447508776537	4091.1442350798	32831096	2.438	70.949	73.669
DZA	2005	5.84394209201256	4273.31275146765	33288437	2.497	71.458	74.13
DZA	2006	7.37598495634886	4282.32823091748	33777915	2.575	71.942	74.561
DZA	2007	9.45119062555304	4359.37574752245	34300076	2.662	72.391	74.957
DZA	2008	10.18	4390.49963275957	34860715	2.749	72.798	75.314
DZA	2009	11.23	4386.03889558891	35465760	2.828	73.162	75.634
DZA	2010	12.5	4463.39467488951	36117637	2.889	73.481	75.918
DZA	2011	14.9	4504.92009813206	36819558	2.925	73.76	76.174
DZA	2012	18.2	4564.43501678967	37565847	2.936	74.009	76.412
DZA	2013	22.5	4596.21962738807	38338562	2.924	74.239	76.644
DZA	2014	29.5	4675.88502447667	39113313	2.89	74.456	76.873
DZA	2015	38.2	4759.5952415194	39871528	2.839	74.667	77.103
ASM	1990	0	..	47038	..	..	..
ASM	1991	..	..	48375	..	..	..
ASM	1992	..	..	49593	..	..	..
ASM	1993	..	..	50720	..	..	..
ASM	1994	..	..	51803	..	..	..
ASM	1995	..	..	52868	..	..	..
ASM	1996	..	..	53929	..	..	..
ASM	1997	..	..	54941	..	..	..
ASM	1998	..	..	55901	..	..	..
ASM	1999	..	..	56770	..	..	..
ASM	2000	..	..	57521	..	..	..
ASM	2001	..	..	58175	..	..	..
ASM	2002	..	10613.9115418862	58731	..	..	..
ASM	2003	..	10630.4536535068	59117	..	..	..
ASM	2004	..	10661.173537835	59264	..	..	..
ASM	2005	..	10644.5810685804	59118	..	..	..
ASM	2006	..	10282.4565949728	58650	..	..	..
ASM	2007	..	10619.6136467331	57903	..	..	..
ASM	2008	..	10500.3858391248	57030	..	..	..
ASM	2009	..	10199.0601502139	56227	..	..	..
ASM	2010	..	10352.8227618312	55637	..	..	..
ASM	2011	..	10442.7264995652	55320	..	..	..
ASM	2012	..	10000.3110739949	55230	..	..	..
ASM	2013	..	9711.11271653165	55307	..	..	..
ASM	2014	..	9779.88348722076	55437	..	..	..
ASM	2015	..	9884.11186605049	55537	..	..	..
AND	1990	0	35780.5196725988	54509	..	..	..
AND	1991	..	35291.7114092924	56671	..	..	..
AND	1992	..	34278.6471002551	58888	..	..	..
AND	1993	..	32766.0596707401	60971	..	..	..
AND	1994	..	32633.8251274783	62677	..	..	..
AND	1995	..	32917.6488213571	63850	..	..	..
AND	1996	1.52660102282269	34175.2600684125	64360	..	..	..
AND	1997	3.05017538508464	37293.2824132908	64327	..	..	..
AND	1998	6.88620921833874	38595.7232096964	64142	..	..	..
AND	1999	7.63568614275679	40035.4824490851	64370	..	..	..
AND	2000	10.53883560922	40801.5421300322	65390	..	..	..
AND	2001	..	41420.8461776969	67341	..	..	..
AND	2002	11.2604687170103	42396.3023980284	70049	..	..	..
AND	2003	13.546412876439	45519.4923839434	73182	..	..	..
AND	2004	26.8379543894637	47032.8668884706	76244	..	..	..
AND	2005	37.6057662174867	48831.9293599384	78867	..	..	..
AND	2006	48.9368469989479	49708.4004893013	80991	1.24	..	..
AND	2007	70.87	48710.6646202996	82683	1.18	..	..
AND	2008	70.04	43900.9517028654	83861	1.25	..	..
AND	2009	78.53	41979.8659013974	84462	1.19	..	..
AND	2010	81	39736.3540626699	84449	1.27	..	..
AND	2011	81	38205.7710887919	83751	..	..	..
AND	2012	86.4344246167258	38190.5865853723	82431	..	..	..
AND	2013	94	39104.301849019	80788	..	..	..
AND	2014	95.9	40785.0492283396	79223	..	..	..
AND	2015	96.91	41765.9203531235	78014	..	..	..
AGO	1990	0	2054.29484729375	12171441	7.247	39.589	43.854
AGO	1991	..	2011.52777624208	12553446	7.193	39.707	44.056
AGO	1992	..	1833.49114398725	12968345	7.13	39.881	44.296
AGO	1993	..	1348.48435776496	13403734	7.063	40.127	44.588
AGO	1994	..	1323.34466977685	13841301	6.992	40.462	44.948
AGO	1995	..	1476.23116887027	14268994	6.922	40.903	45.403
AGO	1996	0.000775928524568031	1628.99484387189	14682284	6.854	41.464	45.978
AGO	1997	0.00567374598866159	1700.3918548999	15088981	6.791	42.141	46.68
AGO	1998	0.0184537240759316	1732.4719666377	15504318	6.734	42.923	47.508
AGO	1999	0.0719640870420026	1720.82535943688	15949766	6.683	43.802	48.453
AGO	2000	0.105045562462262	1720.41165371853	16440924	6.639	44.767	49.502
AGO	2001	0.136013867429868	1735.52192801493	16983266	6.602	45.808	50.635
AGO	2002	0.270376745595134	1906.52920315211	17572649	6.568	46.904	51.819
AGO	2003	0.370682065225727	1924.28658593245	18203369	6.536	48.031	53.023
AGO	2004	0.464814617985909	2046.82617813531	18865716	6.502	49.167	54.222
AGO	2005	1.1433668265595	2387.8254144866	19552542	6.465	50.296	55.404
AGO	2006	1.5	2741.71228334124	20262399	6.42	51.412	56.568
AGO	2007	1.7	3259.2323217716	20997687	6.368	52.508	57.714
AGO	2008	1.9	3579.70277416979	21759420	6.307	53.571	58.836
AGO	2009	2.3	3537.61988847575	22549547	6.238	54.581	59.911
AGO	2010	2.8	3531.41687831962	23369131	6.162	55.506	60.908
AGO	2011	3.1	3539.5430776984	24218565	6.082	56.321	61.795
AGO	2012	6.5	3592.62377074887	25096150	6	57.016	62.556
AGO	2013	8.9	3705.25535150932	25998340	5.92	57.592	63.188
AGO	2014	10.2	3746.66048817404	26920466	5.841	58.056	63.695
AGO	2015	12.4	3729.0035408607	27859305	5.766	58.423	64.094
ATG	1990	0	10380.307825656	66696	2.061	68.661	73.79
ATG	1991	..	10509.9922411754	67307	2.073	68.904	74.022
ATG	1992	..	10457.7140897922	68427	2.096	69.143	74.251
ATG	1993	..	10772.0218720648	69938	2.128	69.38	74.476
ATG	1994	..	11205.8221937841	71719	2.166	69.613	74.697
ATG	1995	2.20076880190146	10440.7068934545	73619	2.208	69.845	74.914
ATG	1996	2.85844957694946	10834.6287714332	75628	2.248	70.073	75.128
ATG	1997	3.48053683800189	11117.0947807136	77739	2.281	70.3	75.338
ATG	1998	4.0717164999525	11335.1285555574	79851	2.304	70.525	75.545
ATG	1999	5.30068113752617	11470.9864981247	81831	2.316	70.747	75.747
ATG	2000	6.48222573702907	11981.9163616222	83584	2.316	70.969	75.947
ATG	2001	8.89928551450583	11191.1025838328	85057	2.305	71.191	76.144
ATG	2002	12.5	11147.2635831983	86266	2.288	71.413	76.338
ATG	2003	17.2286487816884	11683.4625522884	87293	2.268	71.633	76.53
ATG	2004	24.2665437161785	12218.7448552698	88257	2.246	71.852	76.719
ATG	2005	27	12857.1643042881	89253	2.224	72.063	76.906
ATG	2006	30	14325.4810226446	90301	2.203	72.265	77.091
ATG	2007	34	15466.9527954497	91381	2.183	72.454	77.273
ATG	2008	38	15278.8740470609	92478	2.164	72.63	77.452
ATG	2009	42	13270.6971014231	93581	2.146	72.793	77.628
ATG	2010	47	12174.6978594572	94661	2.13	72.945	77.8
ATG	2011	52	11789.7990769713	95719	2.115	73.091	77.967
ATG	2012	58	12069.8113772725	96777	2.102	73.234	78.129
ATG	2013	63.4	11928.2184658505	97824	2.089	73.38	78.287
ATG	2014	67.78	12403.5282209861	98875	2.076	73.528	78.44
ATG	2015	70	12771.7675773519	99923	2.063	73.681	78.59
ARB	1990	0	4250.44512138853	224735446	5.20619229940432	62.5447318841533	66.1942981600087
ARB	1991	..	4201.79161692383	230829868	5.0455184086481	62.9078115245573	66.5676007501664
ARB	1992	..	4324.67203551064	235037179	4.9018785244997	63.1757437459507	66.8869183009973
ARB	1993	..	4347.91153662636	241286091	4.7371339810724	63.5304050863443	67.2608778054121
ARB	1994	..	4376.09216306583	247435930	4.5758055337002	63.8909309333052	67.6362468212744
ARB	1995	0.0176735802675825	4362.82942562317	255029671	4.41069309014063	64.3116658143669	68.0401692560178
ARB	1996	0.0391510685464423	4458.03469194459	260843462	4.26781808525566	64.6724459081058	68.3981284002793
ARB	1997	0.135566650999494	4546.27198023299	266575075	4.13588223110472	65.0213190717262	68.7336548334909
ARB	1998	0.270071044516395	4681.20433597727	272235146	4.01588214731482	65.3486803342835	69.040045801958
ARB	1999	0.616816391160365	4670.11817377404	277962869	3.90910886791736	65.6538320837189	69.3174139676439
ARB	2000	1.17398674391198	4818.58973540655	283832016	3.81622575249209	65.9378864492889	69.5707720550624
ARB	2001	1.60744788507586	4795.15276672119	289850357	3.73614119308288	66.2053614834562	69.8094122293446
ARB	2002	2.76778588291462	4724.64581017686	296026575	3.66737462562661	66.4614782933572	70.0442617232567
ARB	2003	3.74803690285236	4870.03122549833	302434519	3.60891176641412	66.7142117825327	70.2841047657574
ARB	2004	7.2346368903192	5208.60287295464	309162029	3.5597601324098	66.9672963821051	70.5328955397282
ARB	2005	8.63494676667728	5382.99374953016	316264728	3.52100154416723	67.2207285051911	70.7877912332424
ARB	2006	11.6637886734983	5599.10250838131	323773264	3.49335098476591	67.4716647182397	71.0421296538291
ARB	2007	14.3152138911244	5713.9550655563	331653797	3.47680495236086	67.7140762669052	71.2869495417346
ARB	2008	18.4959056790859	5898.88524990116	339825483	3.4701264894601	67.9411385495149	71.5142129994664
ARB	2009	21.4263493058454	5784.69061413773	348145094	3.46973649137956	68.1502647935778	71.7224765625064
ARB	2010	24.7759406944671	5917.24572387373	356508908	3.47166577488365	68.3435614863281	71.9146268613885
ARB	2011	26.582763949358	5989.89917633508	364895878	3.47000274047765	68.5287112264448	72.0985190372229
ARB	2012	30.1782328191634	6246.93995497334	373306993	3.46134725492065	68.7140633180787	72.2826318264531
ARB	2013	32.9280383552986	6301.03905705301	381702086	3.4428286571089	68.9037198493372	72.4734050482071
ARB	2014	36.4579583655274	6317.59136199752	390043028	3.41329945493743	69.0974728347084	72.6711872788338
ARB	2015	39.9293582929559	6389.31394480027	398304960	3.3738396858853	69.2942488797778	72.8757610183377
ARG	1990	0	5939.75691560173	32729739	2.989	68.07	75.191
ARG	1991	..	6598.72263482743	33193918	2.954	68.275	75.426
ARG	1992	0.00299287414623027	7285.42942771472	33655151	2.913	68.487	75.666
ARG	1993	0.0295270652905125	7612.68115329614	34110917	2.866	68.702	75.905
ARG	1994	0.0437059511392524	7952.71155173317	34558115	2.815	68.917	76.142
ARG	1995	0.0862770809737151	7630.02227409899	34994814	2.762	69.13	76.377
ARG	1996	0.14195470435477	7955.12765176278	35419682	2.711	69.341	76.611
ARG	1997	0.280339881830012	8500.94036184635	35833969	2.664	69.55	76.844
ARG	1998	0.830766679676473	8728.94765116614	36241590	2.623	69.755	77.079
ARG	1999	3.28448195590463	8339.89438868086	36648068	2.589	69.955	77.313
ARG	2000	7.0386830862178	8182.68650230868	37057452	2.561	70.148	77.544
ARG	2001	9.78080728532407	7735.49336439011	37471509	2.537	70.333	77.769
ARG	2002	10.8821243775325	6816.73485537778	37889370	2.516	70.507	77.987
ARG	2003	11.9136965509954	7337.79203783303	38309379	2.495	70.672	78.194
ARG	2004	16.0366841054923	7913.74312362482	38728696	2.474	70.83	78.392
ARG	2005	17.7205833696065	8522.52273238782	39145488	2.452	70.981	78.581
ARG	2006	20.9272021035896	9112.11316338653	39558890	2.432	71.128	78.761
ARG	2007	25.9466329403819	9830.68091982204	39970224	2.413	71.274	78.936
ARG	2008	28.1126234799907	10125.1262721185	40382389	2.396	71.423	79.107
ARG	2009	34	9428.50254117176	40799407	2.382	71.575	79.275
ARG	2010	45	10276.2604977053	41223889	2.37	71.733	79.439
ARG	2011	51	10780.0156577357	41656879	2.358	71.896	79.599
ARG	2012	55.8	10557.8853892544	42096739	2.347	72.065	79.752
ARG	2013	59.9	10699.1977159711	42539925	2.335	72.237	79.899
ARG	2014	64.7	10323.20693976	42981515	2.322	72.414	80.04
ARG	2015	68.0430641088122	10498.5925297592	43417765	2.308	72.594	80.177
ARM	1990	0	1796.93643165951	3538165	2.544	64.86	70.782
ARM	1991	..	1601.59382254967	3505251	2.484	64.67	70.969
ARM	1992	..	949.033221278773	3442810	2.4	64.627	71.26
ARM	1993	..	886.032785925221	3363098	2.297	64.732	71.607
ARM	1994	0.00911701414140063	956.470885506279	3283660	2.179	64.983	71.985
ARM	1995	0.0527431233050454	1043.54314093392	3217342	2.056	65.37	72.38
ARM	1996	0.0945729024675962	1121.88162869349	3168215	1.938	65.868	72.787
ARM	1997	0.111650934518322	1172.1368024271	3133086	1.832	66.433	73.21
ARM	1998	0.128659477603923	1267.57528264648	3108684	1.747	67.015	73.643
ARM	1999	0.970737757459877	1317.74192343814	3089017	1.685	67.579	74.07
ARM	2000	1.30047002237784	1404.32146204631	3069588	1.648	68.086	74.469
ARM	2001	1.63109466677715	1548.0758512453	3050655	1.635	68.501	74.817
ARM	2002	1.9604050458212	1761.88827204793	3033897	1.637	68.824	75.106
ARM	2003	4.57521722477781	2019.98486736483	3017806	1.648	69.06	75.335
ARM	2004	4.8990085713054	2244.22017070239	3000612	1.665	69.214	75.509
ARM	2005	5.25298335195804	2571.98575552046	2981259	1.681	69.31	75.642
ARM	2006	5.63178777731609	2933.83347842552	2958500	1.694	69.381	75.757
ARM	2007	6.02125339712607	3366.16218732912	2933056	1.702	69.463	75.88
ARM	2008	6.21	3629.15770214106	2908220	1.706	69.582	76.027
ARM	2009	15.3	3136.81172720558	2888584	1.703	69.749	76.206
ARM	2010	25	3218.38165488465	2877311	1.693	69.961	76.415
ARM	2011	32	3371.6728305502	2875581	1.68	70.205	76.644
ARM	2012	37.5	3606.48055353557	2881922	1.664	70.455	76.874
ARM	2013	41.9	3710.5757426146	2893509	1.648	70.689	77.091
ARM	2014	54.6228058583362	3827.34319548141	2906220	1.634	70.903	77.292
ARM	2015	59.1023777148789	3935.28877242969	2916950	1.622	71.094	77.474
ABW	1990	0	..	62149	2.249	70.969	75.932
ABW	1991	..	..	64622	2.221	71.018	75.969
ABW	1992	..	..	68235	2.187	71.062	76.002
ABW	1993	..	..	72504	2.149	71.098	76.033
ABW	1994	..	..	76700	2.108	71.126	76.066
ABW	1995	..	..	80324	2.064	71.148	76.1
ABW	1996	2.76838266270266	..	83200	2.021	71.168	76.133
ABW	1997	..	..	85451	1.978	71.19	76.164
ABW	1998	..	..	87277	1.939	71.219	76.192
ABW	1999	4.50617909808825	..	89005	1.903	71.259	76.221
ABW	2000	15.4428229480349	..	90853	1.872	71.312	76.257
ABW	2001	17.1	..	92898	1.846	71.382	76.307
ABW	2002	18.8	..	94992	1.823	71.469	76.375
ABW	2003	20.8	..	97017	1.803	71.572	76.465
ABW	2004	23	..	98737	1.787	71.688	76.575
ABW	2005	25.4	..	100031	1.774	71.816	76.703
ABW	2006	28	..	100832	1.766	71.952	76.845
ABW	2007	30.9	..	101220	1.763	72.093	76.992
ABW	2008	52	..	101353	1.764	72.235	77.14
ABW	2009	58	..	101453	1.769	72.377	77.285
ABW	2010	62	24271.9404205267	101669	1.776	72.516	77.425
ABW	2011	69	..	102053	1.783	72.654	77.561
ABW	2012	74	..	102577	1.791	72.791	77.695
ABW	2013	78.9	..	103187	1.796	72.929	77.83
ABW	2014	83.78	..	103795	1.8	73.068	77.965
ABW	2015	88.661226932496	..	104341	1.801	73.208	78.1
AUS	1990	0.585094712206538	35896.8001527147	17065100	1.902	73.98	80.16
AUS	1991	1.09720389137797	35304.8161534604	17284000	1.849	74.3	80.4
AUS	1992	1.76876491254256	35033.3993460957	17495000	1.888	74.5	80.4
AUS	1993	1.97461101573426	36093.5762995543	17667000	1.859	75	80.9
AUS	1994	2.23210125436278	37134.4127461237	17855000	1.842	75	80.9
AUS	1995	2.75965451333217	38093.4590737583	18072000	1.822	75	80.8
AUS	1996	3.27524987017728	39054.4732355152	18311000	1.796	75.2	81.1
AUS	1997	16.3693583751403	40151.8270685825	18517000	1.778	75.7	81.4
AUS	1998	30.8132394396276	41554.1149362241	18711000	1.762	75.9	81.5
AUS	1999	40.7837839021856	43143.582764184	18926000	1.755	76.2	81.8
AUS	2000	46.7561156116738	44313.3182274174	19153000	1.756	76.6	82
AUS	2001	52.6892664310395	44564.9765593132	19413000	1.739	77	82.4
AUS	2002	..	45786.6428104711	19651400	1.756	77.4	82.6
AUS	2003	..	46575.4153320454	19895400	1.748	77.8	82.8
AUS	2004	..	47880.6116576619	20127400	1.768	78.1	83
AUS	2005	63	48760.3551692531	20394800	1.807	78.5	83.3
AUS	2006	66	49408.0527406883	20697900	1.908	78.7	83.5
AUS	2007	69.45	50955.05594824	20827600	1.959	79	83.7
AUS	2008	71.67	51770.9071530236	21249200	1.984	79.2	83.7
AUS	2009	74.25	51689.9135558502	21691700	1.971	79.3	83.9
AUS	2010	76	51936.8887116461	22031750	1.928	79.5	84
AUS	2011	79.4876977139029	52475.6632455215	22340024	1.926	79.7	84.2
AUS	2012	79	53553.2339429699	22742475	1.917	79.9	84.3
AUS	2013	83.453497167	54008.7081938685	23145901	1.851	80.1	84.3
AUS	2014	84	54546.2030621219	23504138	1.821	80.3	84.4
AUS	2015	84.560519347399	55017.2480239931	23850784	1.809	80.4	84.5
AUT	1990	0.130369376859149	33888.9955929164	7677850	1.46	72.3	79
AUT	1991	0.259081553302726	34707.0712269201	7754891	1.51	72.3	79.1
AUT	1992	0.642817618756698	35045.8442923391	7840709	1.51	72.5	79.3
AUT	1993	0.765342730041297	34941.143401042	7905633	1.5	72.8	79.5
AUT	1994	1.3934229675881	35643.0276843652	7936118	1.47	73.2	79.8
AUT	1995	1.89021052408733	36537.9930388237	7948278	1.42	73.4	80.1
AUT	1996	6.90916235325567	37346.0074348842	7959017	1.45	73.7	80.2
AUT	1997	9.53397431748034	38084.7013777733	7968041	1.39	74.1	80.7
AUT	1998	15.4212193219603	39405.4160313155	7976789	1.37	74.5	81
AUT	1999	23.0443171023274	40727.4849425251	7992324	1.34	74.9	81
AUT	2000	33.7301329516915	42001.2111626726	8011566	1.36	75.2	81.2
AUT	2001	39.1854501811114	42370.9315990366	8042293	1.33	75.6	81.7
AUT	2002	36.56	42859.3293954947	8081957	1.39	75.8	81.7
AUT	2003	42.7	43052.6030729033	8121423	1.38	75.9	81.5
AUT	2004	54.28	43956.5826590614	8171966	1.42	76.4	82.1
AUT	2005	58	44637.8564124514	8227829	1.41	76.6	82.2
AUT	2006	63.6	45951.7346927938	8268641	1.41	77.1	82.8
AUT	2007	69.37	47510.2937863859	8295487	1.38	77.4	83.1
AUT	2008	72.87	48053.4830761375	8321496	1.42	77.7	83.3
AUT	2009	73.45	46123.4906889046	8343323	1.39	77.6	83.2
AUT	2010	75.17	46858.0432733717	8363404	1.44	77.8	83.5
AUT	2011	78.7399930986888	48065.3167058917	8391643	1.43	78.3	83.8
AUT	2012	80.0299939169903	48172.2377048248	8429991	1.44	78.4	83.6
AUT	2013	80.6188	47901.3654287376	8479823	1.44	78.6	83.8
AUT	2014	80.9958249574764	47922.3398475649	8546356	1.47	79.1	84
AUT	2015	83.9401419315026	47905.5431541607	8642699	1.49	78.8	83.7
AZE	1990	0	3118.54658676172	7159000	2.74	60.676	68.817
AZE	1991	..	3049.01599483444	7271000	2.87	60.478	68.917
AZE	1992	..	2324.4529766324	7382000	2.74	60.398	69.024
AZE	1993	..	1760.55465085842	7495000	2.7	60.476	69.148
AZE	1994	0.00143141529756131	1394.74420894615	7597000	2.52	60.725	69.286
AZE	1995	0.0020555557625386	1216.07791710291	7685000	2.29	61.124	69.428
AZE	1996	0.00635458454679421	1219.50934895182	7763000	2.06	61.629	69.553
AZE	1997	0.0251879334685925	1277.85412406008	7838250	2.07	62.172	69.653
AZE	1998	0.0374851090404337	1392.36119355104	7913000	2	62.698	69.729
AZE	1999	0.0992289415099966	1482.32977280697	7982750	2.07	63.184	69.797
AZE	2000	0.147757575623251	1633.3944354131	8048600	2	63.625	69.891
AZE	2001	0.305564637615618	1781.24639507096	8111200	1.8	64.032	70.06
AZE	2002	4.99971367812957	1955.41315045621	8171950	1.8	64.435	70.33
AZE	2003	..	2158.00717069154	8234100	1.9	64.855	70.713
AZE	2004	..	2357.39602637373	8306500	2.0535	65.291	71.2
AZE	2005	8.03037535616454	2949.44281843844	8391850	2	65.741	71.76
AZE	2006	11.9921773343674	3923.65815354896	8484550	1.97	66.201	72.347
AZE	2007	14.54	4851.17690871859	8581300	1.97	66.655	72.91
AZE	2008	17.08	5262.10135550006	8763400	1.9	67.091	73.405
AZE	2009	27.4	5639.001689405	8947243	1.82	67.498	73.813
AZE	2010	46	5842.80578358576	9054332	1.92	67.863	74.127
AZE	2011	50	5770.96970270605	9173082	1.96	68.175	74.355
AZE	2012	54.2	5820.0798474712	9295784	2	68.433	74.527
AZE	2013	73.000001372	6078.32064851423	9416801	1.98	68.638	74.672
AZE	2014	75.0000156363396	6122.98048925179	9535079	1.97	68.795	74.801
AZE	2015	77	6117.03086236702	9649341	1.94	68.913	74.924
BHS	1990	0	29673.8110325064	256336	2.639	67.277	74.152
BHS	1991	..	27912.4220541234	261116	2.631	67.444	74.307
BHS	1992	..	26338.4497688498	266134	2.621	67.595	74.431
BHS	1993	..	25929.3525844085	271165	2.601	67.734	74.528
BHS	1994	..	26287.3099391422	275895	2.566	67.867	74.607
BHS	1995	0.960030720983071	27021.6239780199	280150	2.514	68.005	74.683
BHS	1996	1.74695069755741	27801.6624601052	283790	2.443	68.168	74.774
BHS	1997	1.36295390281695	28060.567507502	286970	2.357	68.365	74.894
BHS	1998	2.33559071038067	29071.011944117	290060	2.263	68.603	75.05
BHS	1999	3.76455782177031	30775.2565242455	293572	2.165	68.879	75.245
BHS	2000	8	31587.5910287405	297890	2.071	69.186	75.476
BHS	2001	11.8	31856.0858381733	303135	1.99	69.509	75.733
BHS	2002	18	32080.3534626775	309157	1.927	69.832	76.001
BHS	2003	20	31013.6392107287	315746	1.885	70.139	76.265
BHS	2004	22	30629.7291711957	322526	1.863	70.421	76.517
BHS	2005	25	31023.0472151871	329249	1.859	70.674	76.753
BHS	2006	26	31180.6151182587	335830	1.865	70.898	76.969
BHS	2007	27	31031.2310041983	342328	1.874	71.1	77.171
BHS	2008	31.54	29758.249798553	348676	1.879	71.289	77.361
BHS	2009	33.88	28019.1486383366	354856	1.876	71.465	77.54
BHS	2010	43	27979.1149343739	360832	1.865	71.633	77.709
BHS	2011	65	27710.1019614772	366568	1.847	71.795	77.869
BHS	2012	71.7482028146963	28145.3586633412	372039	1.827	71.953	78.023
BHS	2013	72	27643.3952097958	377240	1.808	72.108	78.173
BHS	2014	76.92	27246.4848610022	382169	1.792	72.263	78.32
BHS	2015	78	27198.9076041403	386838	1.778	72.42	78.465
BHR	1990	0	17934.7430502843	495931	3.732	71.435	73.651
BHR	1991	..	19407.4436493518	509765	3.599	71.667	73.831
BHR	1992	..	20178.4651617478	523087	3.471	71.895	74.011
BHR	1993	..	22217.9133183868	536213	3.352	72.119	74.19
BHR	1994	..	21623.0156816472	549588	3.244	72.34	74.37
BHR	1995	0.346205843608434	21910.2398805927	563699	3.147	72.56	74.55
BHR	1996	0.843254219222486	22220.6829070812	578668	3.062	72.782	74.73
BHR	1997	1.64629920170952	22281.7951076819	594930	2.987	73.006	74.909
BHR	1998	3.21820215136814	22634.8884697697	613702	2.919	73.229	75.085
BHR	1999	4.72035811783587	22760.9869862741	636545	2.856	73.452	75.258
