countryCode	year	sex	laborForcePartipation	pctAdvancedEdu	pctBasicEdu	lifeExpect	literacyRate
LBY	2000	Female	24.4090003967285	..	..	72.314	..
LBY	2001	Female	24.7759990692139	..	..	72.511	..
LBY	2002	Female	25.1749992370605	..	..	72.753	..
LBY	2003	Female	26.0370006561279	..	..	73.034	..
LBY	2004	Female	26.6089992523193	..	..	73.343	..
LBY	2005	Female	27.4440002441406	..	..	73.655	..
LBY	2006	Female	27.9790000915527	..	..	73.938	..
LBY	2007	Female	28.4810009002686	..	..	74.168	..
LBY	2008	Female	28.7910003662109	..	..	74.33	..
LBY	2009	Female	28.923999786377	..	..	74.426	..
LBY	2010	Female	29.3269996643066	..	..	74.468	..
LBY	2011	Female	26.2469997406006	..	..	74.483	..
LBY	2012	Female	28.2689990997314	..	..	74.503	..
LBY	2013	Female	26.9950008392334	..	..	74.553	..
LBY	2014	Female	25.8719997406006	..	..	74.643	..
LBY	2015	Female	25.7649993896484	..	..	74.775	..
LBY	2016	Female	25.8090000152588	..	..	74.941	..
LIE	1990	Female	..	..	..	..	..
LIE	1991	Female	..	..	..	..	..
LIE	1992	Female	..	..	..	..	..
LIE	1993	Female	..	..	..	..	..
LIE	1994	Female	..	..	..	81.7	..
LIE	1995	Female	..	..	..	79.9	..
LIE	1996	Female	..	..	..	81.6	..
LIE	1997	Female	..	..	..	80.4	..
LIE	1998	Female	..	..	..	82.1	..
LIE	1999	Female	..	..	..	82.9	..
LIE	2000	Female	..	..	..	79.9	..
LIE	2001	Female	..	..	..	82.4	..
LIE	2002	Female	..	..	..	82.3	..
LIE	2003	Female	..	..	..	81.6	..
LIE	2004	Female	..	..	..	85.1	..
LIE	2005	Female	..	..	..	84.1	..
LIE	2006	Female	..	..	..	83.1	..
LIE	2007	Female	..	..	..	83.6	..
LIE	2008	Female	..	..	..	85.5	..
LIE	2009	Female	..	..	..	83.6	..
LIE	2010	Female	..	..	..	84.3	..
LIE	2011	Female	..	..	..	84.2	..
LIE	2012	Female	..	..	..	85.2	..
LIE	2013	Female	..	..	..	83.9	..
LIE	2014	Female	..	..	..	83.2	..
LIE	2015	Female	..	..	..	84.5	..
LIE	2016	Female	..	..	..	84.5	..
LTU	1990	Female	54.5719985961914	..	..	76.17	..
LTU	1991	Female	54.3800010681152	..	..	75.86	..
LTU	1992	Female	54.2130012512207	..	..	75.93	..
LTU	1993	Female	54.0660018920898	..	..	74.98	..
LTU	1994	Female	53.9230003356934	..	..	74.82	..
LTU	1995	Female	53.7820014953613	..	..	75.04	..
LTU	1996	Female	53.6220016479492	..	..	75.86	..
LTU	1997	Female	53.4869995117188	..	..	76.62	..
LTU	1998	Female	53.3610000610352	87.6592025756836	36.6725006103516	76.7	..
LTU	1999	Female	55.0439987182617	86.0436019897461	34.4841003417969	77	..
LTU	2000	Female	54.7929992675781	83.9896011352539	32.931999206543	77.5	..
LTU	2001	Female	53.1479988098145	87.8886032104492	29.8819999694824	77.6	99.6479415893555
LTU	2002	Female	52.1059989929199	83.4056015014648	29.6168994903564	77.6	..
LTU	2003	Female	54.8810005187988	87.366096496582	32.6963005065918	77.9	..
LTU	2004	Female	51.4160003662109	83.8930969238281	29.482400894165	77.8	..
LTU	2005	Female	50.6020011901855	85.3352966308594	26.7938995361328	77.4	..
LTU	2006	Female	50.1339988708496	83.0959014892578	25.0161991119385	77.1	..
LTU	2007	Female	50.1759986877441	82.9776000976563	26.1989002227783	77.2	..
LTU	2008	Female	50.5390014648438	84.1906967163086	21.9284000396729	77.6	..
LTU	2009	Female	52.0629997253418	84.904296875	21.5251998901367	78.6	..
LTU	2010	Female	52.5460014343262	85.5031967163086	20.1229991912842	78.8	..
LTU	2011	Female	53.1069984436035	84.6532974243164	20.3847999572754	79.3	99.8332366943359
LTU	2012	Female	53.6269989013672	84.3280029296875	20.5210990905762	79.6	..
LTU	2013	Female	53.2560005187988	85.4835968017578	22.3948993682861	79.6	..
LTU	2014	Female	54.0769996643066	85.6966018676758	24.015100479126	80.1	..
LTU	2015	Female	54.5460014343262	85.3898010253906	24.121000289917	79.7	..
LTU	2016	Female	55.859001159668	85.5373001098633	23.4792003631592	79.7	..
LMY	1990	Female	52.2134199948618	..	..	64.9542331698091	60.93776
LMY	1991	Female	52.2110476915836	..	..	65.1920054432235	61.90083
LMY	1992	Female	52.2257156043859	..	..	65.366786844875	62.51611
LMY	1993	Female	52.082284709731	..	..	65.5815586385504	63.09752
LMY	1994	Female	52.1000978767708	..	..	65.8445336652808	63.74548
LMY	1995	Female	51.9481465855252	..	..	66.0890187910471	64.38267
LMY	1996	Female	51.8127838103559	..	..	66.3736480917547	65.06699
LMY	1997	Female	51.6941408691518	..	..	66.6692892112671	68.56548
LMY	1998	Female	51.5593250434063	..	..	66.9478084278613	70.05374
LMY	1999	Female	51.5671596643746	..	..	67.2070299996341	70.59408
LMY	2000	Female	51.3917347425309	..	..	67.4987813314649	70.91658
LMY	2001	Female	51.2784498810066	..	..	67.7929071209225	71.3996
LMY	2002	Female	51.2104881743748	..	..	68.0832083798649	71.89431
LMY	2003	Female	51.0772273057768	..	..	68.3928510353949	72.60745
LMY	2004	Female	51.0367307004578	..	..	68.7276575923191	73.31212
LMY	2005	Female	51.0502105297993	..	..	69.0565365177544	72.84083
LMY	2006	Female	50.6180570030497	..	..	69.4178766986274	73.6121
LMY	2007	Female	50.1719048679705	..	..	69.7800263063148	74.38224
LMY	2008	Female	49.6982752753163	..	..	70.1256944233694	74.84775
LMY	2009	Female	49.2890481160872	..	..	70.4866729288295	75.41496
LMY	2010	Female	48.729678744892	..	..	70.8188411666049	76.36872
LMY	2011	Female	48.4754209385184	..	..	71.1556333194601	76.6877
LMY	2012	Female	48.2329801646195	..	..	71.4564899923671	77.56643
LMY	2013	Female	48.1830801756536	..	..	71.745883952432	77.81056
LMY	2014	Female	48.0706016827388	..	..	72.003680370217	78.37605
LMY	2015	Female	47.9928624813369	..	..	72.2422031974903	78.7228
LMY	2016	Female	48.0512855798168	..	..	72.4612598429108	79.15443
LIC	1990	Female	64.6782582655417	..	..	52.7612248636701	36.10582
LIC	1991	Female	64.5718266289485	..	..	52.8989441116539	36.50451
LIC	1992	Female	64.4102071322837	..	..	53.0455641893902	36.82678
LIC	1993	Female	64.2745979534244	..	..	53.2083517367107	37.16626
LIC	1994	Female	64.1406214193531	..	..	53.3837776114234	37.87506
LIC	1995	Female	64.216529466842	..	..	53.5741592714903	38.24931
LIC	1996	Female	64.2039760882951	..	..	53.7910139803122	38.79394
LIC	1997	Female	64.2083632486269	..	..	54.0466799788915	39.65762
LIC	1998	Female	64.1945359819471	..	..	54.3511837232101	40.12521
LIC	1999	Female	64.2970206701843	..	..	54.7102558341	40.7503
LIC	2000	Female	64.4695570068705	..	..	55.1306378175554	41.40626
LIC	2001	Female	64.5694976379383	..	..	55.616066537649	42.40275
LIC	2002	Female	64.6595644841898	..	..	56.1632620921656	41.79457
LIC	2003	Female	64.7400174327581	..	..	56.7669327373654	42.54267
LIC	2004	Female	64.770736127637	..	..	57.42061988078	44.12575
LIC	2005	Female	64.7594774762467	..	..	58.1154025017094	43.59945
LIC	2006	Female	64.5928613770935	..	..	58.8416709261573	43.31315
LIC	2007	Female	64.497899509891	..	..	59.5825802118452	44.76757
LIC	2008	Female	64.4663967522099	..	..	60.3180547167478	43.78805
LIC	2009	Female	64.4070242226309	..	..	61.0286529176908	45.10535
LIC	2010	Female	64.4464080108822	..	..	61.6987982604025	45.47772
LIC	2011	Female	64.5296865756394	..	..	62.3199110195666	48.0812
LIC	2012	Female	64.5754912701326	..	..	62.8945303905956	49.42481
LIC	2013	Female	64.6164317897973	..	..	63.4268731832097	49.8719
LIC	2014	Female	64.6491605169028	..	..	63.9178108933327	50.92416
LIC	2015	Female	64.7317953703747	..	..	64.3688821274425	51.62578
LIC	2016	Female	64.8210492546173	..	..	64.7823913102935	52.815
LMC	1990	Female	39.6919488438635	..	..	60.7132497122762	47.48337
LMC	1991	Female	39.8783130690351	..	..	61.0678640650499	48.23217
LMC	1992	Female	40.0930306634975	..	..	61.4542074170169	49.01935
LMC	1993	Female	40.2170095098954	..	..	61.8151774458275	49.7301
LMC	1994	Female	40.4118427525439	..	..	62.163293400321	50.59844
LMC	1995	Female	40.1315240675795	..	..	62.505864311395	51.43747
LMC	1996	Female	39.9991146072428	..	..	62.8496039573954	52.34516
LMC	1997	Female	39.885796073327	..	..	63.1929479142256	53.13511
LMC	1998	Female	39.8789884985513	..	..	63.5333648562872	56.10293
LMC	1999	Female	39.80411426597	..	..	63.8641793594457	56.92686
LMC	2000	Female	39.6607430327459	..	..	64.1800980863416	57.19214
LMC	2001	Female	39.8831006355717	..	..	64.5160831667782	57.84479
LMC	2002	Female	40.024784451245	..	..	64.845367932797	58.86121
LMC	2003	Female	40.2890855260445	..	..	65.1826721049708	59.71828
LMC	2004	Female	40.5299924123861	..	..	65.5307392111161	60.56145
LMC	2005	Female	40.8586239786235	..	..	65.890585773197	59.21756
LMC	2006	Female	40.2110506529449	..	..	66.2714233356173	60.90748
LMC	2007	Female	39.5531037925136	..	..	66.6680199032203	61.14367
LMC	2008	Female	38.8718250567535	..	..	67.0715736120818	62.19253
LMC	2009	Female	38.2727874042773	..	..	67.4894388052772	62.95644
LMC	2010	Female	37.6124634880412	84.7291780382469	78.1770148007328	67.9021612309151	65.11897
LMC	2011	Female	37.2290380544232	..	..	68.2927854619114	65.12375
LMC	2012	Female	36.7949117805284	85.1595555575047	77.0007515347602	68.6554281301887	66.86439
LMC	2013	Female	36.9708747842379	..	..	68.9897509391347	67.47874
LMC	2014	Female	37.0900141990575	..	..	69.2925309380682	68.48568
LMC	2015	Female	37.0646999923621	..	..	69.5622110653135	69.03838
LMC	2016	Female	37.384200925427	..	..	69.8135736138599	69.75456
LUX	1990	Female	34.1209983825684	..	..	78.71	..
LUX	1991	Female	35.9300003051758	..	..	79.1	..
LUX	1992	Female	38.1049995422363	83.7695999145508	67.6404037475586	79.1	..
LUX	1993	Female	36.9440002441406	85.029899597168	61.2624015808105	79.4	..
LUX	1994	Female	37.7060012817383	80.7580032348633	63.9785003662109	79.7	..
LUX	1995	Female	35.2830009460449	83.9505996704102	63.1127014160156	80.2	..
LUX	1996	Female	36.3639984130859	83.3962020874023	61.048698425293	79.9	..
LUX	1997	Female	37.3940010070801	84.1584014892578	59.2682991027832	79.8	..
LUX	1998	Female	37.7080001831055	..	..	80.5	..
LUX	1999	Female	39.7080001831055	79.6011962890625	51.7704010009766	81.1	..
LUX	2000	Female	41.3819999694824	80.4393997192383	57.6797981262207	81.1	..
LUX	2001	Female	41.1419982910156	84.772102355957	54.3199005126953	81	..
LUX	2002	Female	42.3810005187988	84.0394973754883	53.7471008300781	81.5	..
LUX	2003	Female	42.5250015258789	83.5136032104492	51.8233985900879	80.8	..
LUX	2004	Female	44.3450012207031	82.9576034545898	49.5901985168457	82.4	..
LUX	2005	Female	45.3680000305176	81.7163009643555	48.969898223877	82.3	..
LUX	2006	Female	46.7159996032715	77.4065017700195	45.5167007446289	81.9	..
LUX	2007	Female	46.8190002441406	78.3366012573242	48.0662994384766	82.2	..
LUX	2008	Female	46.9539985656738	79.9344024658203	49.344799041748	83.1	..
LUX	2009	Female	48.7669982910156	83.0438003540039	48.5854988098145	83.3	..
LUX	2010	Female	48.8279991149902	83.8031997680664	45.2347984313965	83.5	..
LUX	2011	Female	49.4080009460449	82.2341003417969	47.6442985534668	83.6	..
LUX	2012	Female	50.9700012207031	82.1989974975586	47.4398002624512	83.8	..
LUX	2013	Female	51.109001159668	81.41259765625	47.1095008850098	83.9	..
LUX	2014	Female	51.992000579834	81.8057022094727	45.5316009521484	85.2	..
LUX	2015	Female	53.5589981079102	79.6426010131836	50.7886009216309	84.7	..
LUX	2016	Female	52.2400016784668	80.8093032836914	47.149299621582	84.7	..
MAC	1990	Female	44.1640014648438	..	..	79.528	..
MAC	1991	Female	44.4199981689453	..	..	79.895	..
MAC	1992	Female	45.9539985656738	..	..	80.26	..
MAC	1993	Female	46.3870010375977	..	..	80.621	..
MAC	1994	Female	47.2890014648438	..	..	80.977	..
MAC	1995	Female	48.3289985656738	..	..	81.324	..
MAC	1996	Female	55.4900016784668	..	..	81.662	..
MAC	1997	Female	55.1119995117188	..	..	81.989	..
MAC	1998	Female	54.9150009155273	..	..	82.307	..
MAC	1999	Female	55.4309997558594	..	..	82.613	..
MAC	2000	Female	55.9129981994629	..	..	82.908	..
MAC	2001	Female	57.0449981689453	..	..	83.193	87.7749710083008
MAC	2002	Female	56.2210006713867	..	..	83.467	..
MAC	2003	Female	54.2270011901855	..	..	83.734	..
MAC	2004	Female	55.4819984436035	..	..	83.995	..
MAC	2005	Female	57.2779998779297	..	..	84.253	..
MAC	2006	Female	59.0830001831055	..	..	84.514	90.7235870361328
MAC	2007	Female	62.6220016479492	..	..	84.778	..
MAC	2008	Female	63.9199981689453	..	..	85.045	..
MAC	2009	Female	65.2440032958984	92.7799987792969	74.7399978637695	85.312	..
MAC	2010	Female	65.3059997558594	93.5199966430664	73.620002746582	85.574	..
MAC	2011	Female	66.1829986572266	92.4899978637695	74.1699981689453	85.824	93.7319107055664
MAC	2012	Female	65.5100021362305	92.2799987792969	74	86.055	..
MAC	2013	Female	66.2099990844727	93.9300003051758	73.1100006103516	86.266	..
MAC	2014	Female	66.5899963378906	..	..	86.454	..
MAC	2015	Female	66.5970001220703	94.120002746582	73.4000015258789	86.623	..
MAC	2016	Female	66.1220016479492	93.3600006103516	69.9700012207031	86.776	95.0325698852539
MKD	1990	Female	43.0719985961914	..	..	73.158	..
MKD	1991	Female	43.0699996948242	..	..	73.398	..
MKD	1992	Female	43.0460014343262	..	..	73.627	..
MKD	1993	Female	43.0229988098145	..	..	73.858	..
MKD	1994	Female	42.8030014038086	..	..	74.094	90.9280166625977
MKD	1995	Female	42.556999206543	..	..	74.344	..
MKD	1996	Female	42.4210014343262	..	..	74.617	..
MKD	1997	Female	41.7750015258789	..	..	74.909	..
MKD	1998	Female	41.1539993286133	..	..	75.214	..
MKD	1999	Female	40.560001373291	..	..	75.52	..
MKD	2000	Female	40.9249992370605	..	..	75.805	..
MKD	2001	Female	41.3120002746582	..	..	76.042	..
MKD	2002	Female	41.7220001220703	..	..	76.218	94.0560684204102
MKD	2003	Female	42.4679985046387	..	..	76.326	..
MKD	2004	Female	39.9440002441406	..	..	76.374	..
MKD	2005	Female	42.0390014648438	..	..	76.379	..
MKD	2006	Female	41.8540000915527	81.1081008911133	56.3349990844727	76.37	..
MKD	2007	Female	42.8699989318848	77.7378005981445	55.4224014282227	76.377	..
MKD	2008	Female	42.5929985046387	79.8006973266602	56.4883995056152	76.423	..
MKD	2009	Female	42.4589996337891	80.3147964477539	57.1957015991211	76.516	..
MKD	2010	Female	42.7890014648438	79.6415023803711	57.8348007202148	76.658	..
MKD	2011	Female	43.4379997253418	77.771598815918	57.3652992248535	76.838	..
MKD	2012	Female	43.0139999389648	77.8777008056641	54.8436012268066	77.034	..
MKD	2013	Female	44.3779983520508	77.1255035400391	55.0093002319336	77.229	..
MKD	2014	Female	43.9249992370605	78.7116012573242	56.6029014587402	77.416	..
MKD	2015	Female	43.5379981994629	80.3431015014648	54.1563987731934	77.59	..
MKD	2016	Female	42.3530006408691	81.1529006958008	52.7291984558105	77.751	..
MDG	1990	Female	84.2300033569336	..	..	52.243	..
MDG	1991	Female	84.1910018920898	..	..	52.869	..
MDG	1992	Female	84.1660003662109	..	..	53.577	..
MDG	1993	Female	84.140998840332	..	..	54.333	..
MDG	1994	Female	84.1119995117188	..	..	55.118	..
MDG	1995	Female	84.0960006713867	..	..	55.914	..
MDG	1996	Female	84.1039962768555	..	..	56.708	..
MDG	1997	Female	84.1210021972656	..	..	57.493	..
MDG	1998	Female	84.1389999389648	..	..	58.262	..
MDG	1999	Female	84.1589965820313	..	..	59.001	..
MDG	2000	Female	84.1740036010742	..	..	59.699	65.2785720825195
MDG	2001	Female	84.2030029296875	..	..	60.348	..
MDG	2002	Female	84.1669998168945	..	..	60.952	..
MDG	2003	Female	84.181999206543	..	..	61.516	..
MDG	2004	Female	84.1780014038086	..	..	62.043	..
MDG	2005	Female	84.1620025634766	..	..	62.54	..
MDG	2006	Female	84.9189987182617	..	..	63.015	..
MDG	2007	Female	85.5960006713867	..	..	63.478	..
MDG	2008	Female	86.1900024414063	..	..	63.937	..
MDG	2009	Female	86.6989974975586	..	..	64.396	61.6414108276367
MDG	2010	Female	87.1179962158203	..	..	64.857	..
MDG	2011	Female	86.8610000610352	..	..	65.319	..
MDG	2012	Female	86.5530014038086	82.3414993286133	94.6765975952148	65.777	68.2833023071289
MDG	2013	Female	85.6760025024414	..	..	66.225	..
MDG	2014	Female	84.6719970703125	..	..	66.663	..
MDG	2015	Female	83.5169982910156	75.7200012207031	95.2699966430664	67.09	..
MDG	2016	Female	83.4100036621094	..	..	67.506	..
MWI	1990	Female	76.1070022583008	..	..	48.51	..
MWI	1991	Female	76.1070022583008	..	..	48.661	..
MWI	1992	Female	75.9990005493164	..	..	48.765	..
MWI	1993	Female	75.9830017089844	..	..	48.819	..
MWI	1994	Female	75.8669967651367	..	..	48.829	..
MWI	1995	Female	75.9219970703125	..	..	48.786	..
MWI	1996	Female	75.9649963378906	..	..	48.68	..
MWI	1997	Female	75.9929962158203	..	..	48.532	..
MWI	1998	Female	76.0120010375977	..	..	48.376	53.9971199035645
MWI	1999	Female	75.8580017089844	..	..	48.26	..
MWI	2000	Female	75.6569976806641	..	..	48.249	..
MWI	2001	Female	75.4020004272461	..	..	48.413	..
MWI	2002	Female	75.1080017089844	..	..	48.796	..
MWI	2003	Female	74.8000030517578	..	..	49.421	..
MWI	2004	Female	74.5029983520508	..	..	50.297	..
MWI	2005	Female	74.2289962768555	..	..	51.428	..
MWI	2006	Female	73.9990005493164	..	..	52.802	..
MWI	2007	Female	73.7770004272461	..	..	54.355	..
MWI	2008	Female	73.5599975585938	..	..	56.007	..
MWI	2009	Female	73.3379974365234	..	..	57.692	..
MWI	2010	Female	73.1100006103516	..	..	59.33	51.2519683837891
MWI	2011	Female	72.9029998779297	..	..	60.852	..
MWI	2012	Female	72.6869964599609	..	..	62.22	..
MWI	2013	Female	72.4629974365234	92.9826965332031	79.8290023803711	63.408	..
MWI	2014	Female	72.4010009765625	..	..	64.395	55.130989074707
MWI	2015	Female	72.3539962768555	..	..	65.174	55.2041091918945
MWI	2016	Female	72.302001953125	..	..	65.761	..
MYS	1990	Female	45.4970016479492	..	..	72.627	..
MYS	1991	Female	45.3479995727539	..	..	72.884	77.283088684082
MYS	1992	Female	45.2360000610352	..	..	73.134	..
MYS	1993	Female	45.1129989624023	..	..	73.379	..
MYS	1994	Female	45.0029983520508	..	..	73.618	..
MYS	1995	Female	44.875	..	..	73.853	..
MYS	1996	Female	44.7540016174316	..	..	74.084	..
MYS	1997	Female	44.6809997558594	..	..	74.311	..
MYS	1998	Female	44.8359985351563	..	..	74.533	..
MYS	1999	Female	44.7630004882813	..	..	74.749	..
MYS	2000	Female	44.6549987792969	..	..	74.955	85.3542175292969
MYS	2001	Female	44.5410003662109	..	..	75.147	..
MYS	2002	Female	44.3740005493164	..	..	75.324	..
MYS	2003	Female	44.2210006713867	..	..	75.487	..
MYS	2004	Female	44.0870018005371	..	..	75.637	..
MYS	2005	Female	44.0050010681152	..	..	75.783	..
MYS	2006	Female	43.851001739502	..	..	75.93	..
MYS	2007	Female	43.7019996643066	..	..	76.085	..
MYS	2008	Female	43.0480003356934	..	..	76.253	..
MYS	2009	Female	43.6199989318848	..	..	76.434	..
MYS	2010	Female	43.4550018310547	..	..	76.624	90.7476806640625
MYS	2011	Female	45.0330009460449	69.6900024414063	86.4199981689453	76.82	..
MYS	2012	Female	46.3479995727539	70.5400009155273	86.8399963378906	77.014	..
MYS	2013	Female	48.9970016479492	71.4599990844727	87.1600036621094	77.2	..
MYS	2014	Female	49.9459991455078	72.0199966430664	86.4700012207031	77.376	..
MYS	2015	Female	50.3190002441406	73.7099990844727	86.5500030517578	77.543	..
MYS	2016	Female	50.5960006713867	72.9499969482422	86.4100036621094	77.7	..
MDV	1990	Female	20.2129993438721	..	..	60.961	96.1460113525391
MDV	1991	Female	21.6520004272461	..	..	61.978	..
MDV	1992	Female	23.1849994659424	..	..	62.975	..
MDV	1993	Female	24.7999992370605	..	..	63.938	..
MDV	1994	Female	26.4750003814697	..	..	64.866	..
MDV	1995	Female	28.1860008239746	..	..	65.786	96.4429779052734
MDV	1996	Female	29.9740009307861	..	..	66.737	..
MDV	1997	Female	31.7789993286133	..	..	67.746	..
MDV	1998	Female	33.6100006103516	..	..	68.823	..
MDV	1999	Female	35.4959983825684	..	..	69.954	..
MDV	2000	Female	37.4570007324219	..	..	71.108	..
MDV	2001	Female	39.882999420166	..	..	72.243	..
MDV	2002	Female	42.4090003967285	..	..	73.309	..
MDV	2003	Female	45.0180015563965	..	..	74.265	..
MDV	2004	Female	47.689998626709	..	..	75.087	..
MDV	2005	Female	50.3979988098145	..	..	75.754	..
MDV	2006	Female	53.0859985351563	..	..	76.26	98.4298477172852
MDV	2007	Female	52.3330001831055	..	..	76.631	..
MDV	2008	Female	51.5970001220703	..	..	76.898	..
MDV	2009	Female	50.8650016784668	..	..	77.088	..
MDV	2010	Female	50.1220016479492	..	..	77.232	..
MDV	2011	Female	49.375	..	..	77.364	..
MDV	2012	Female	48.6150016784668	..	..	77.51	..
MDV	2013	Female	47.826000213623	..	..	77.688	..
MDV	2014	Female	46.9959983825684	..	..	77.911	98.6916732788086
MDV	2015	Female	44.4690017700195	..	..	78.18	..
MDV	2016	Female	42.3769989013672	92.3551025390625	76.9952011108398	78.484	..
MLI	1990	Female	35.4049987792969	..	..	46.473	..
MLI	1991	Female	35.4339981079102	..	..	46.818	..
MLI	1992	Female	35.3730010986328	..	..	47.062	..
MLI	1993	Female	35.367000579834	..	..	47.212	..
MLI	1994	Female	35.382999420166	..	..	47.291	..
MLI	1995	Female	35.4000015258789	..	..	47.34	..
MLI	1996	Female	35.4519996643066	..	..	47.413	..
MLI	1997	Female	35.5169982910156	..	..	47.562	..
MLI	1998	Female	35.6139984130859	..	..	47.823	11.8934297561646
MLI	1999	Female	35.701000213623	..	..	48.216	..
MLI	2000	Female	35.7430000305176	..	..	48.752	..
MLI	2001	Female	35.867000579834	..	..	49.424	..
MLI	2002	Female	35.9140014648438	..	..	50.192	..
MLI	2003	Female	36.0029983520508	..	..	51.012	15.8999996185303
MLI	2004	Female	36.0419998168945	..	..	51.855	..
MLI	2005	Female	38.2220001220703	..	..	52.683	..
MLI	2006	Female	40.4589996337891	..	..	53.461	18.1909103393555
MLI	2007	Female	42.7560005187988	..	..	54.173	..
MLI	2008	Female	45.1020011901855	..	..	54.812	..
MLI	2009	Female	47.4819984436035	..	..	55.375	..
MLI	2010	Female	49.8849983215332	..	..	55.87	20.2879295349121
MLI	2011	Female	52.6080017089844	..	..	56.32	24.6367893218994
MLI	2012	Female	55.2830009460449	..	..	56.756	..
MLI	2013	Female	57.8699989318848	..	..	57.203	..
MLI	2014	Female	60.3300018310547	67.2862014770508	54.5200996398926	57.671	..
MLI	2015	Female	60.3740005493164	80.5252990722656	53.7682991027832	58.163	22.1958103179932
MLI	2016	Female	60.4309997558594	..	..	58.674	..
MLT	1990	Female	27.92799949646	..	..	77.671	..
MLT	1991	Female	28.0599994659424	..	..	77.88	..
MLT	1992	Female	28.32200050354	..	..	78.088	..
MLT	1993	Female	28.5149993896484	..	..	78.293	..
MLT	1994	Female	28.4720001220703	..	..	78.496	..
MLT	1995	Female	28.2719993591309	..	..	79.6	89.2426376342773
MLT	1996	Female	28.5450000762939	..	..	79.6	..
MLT	1997	Female	28.757999420166	..	..	80.1	..
MLT	1998	Female	28.9869995117188	..	..	80	..
MLT	1999	Female	29.4799995422363	..	..	79.4	..
MLT	2000	Female	29.9139995574951	82.1660995483398	68.1651992797852	80.3	..
MLT	2001	Female	29.4549999237061	89.9067001342773	71.0147018432617	81.2	..
MLT	2002	Female	30.753999710083	82.2298965454102	70.6658020019531	81.3	..
MLT	2003	Female	30.2070007324219	83.4348983764648	70.022102355957	80.8	..
MLT	2004	Female	28.1709995269775	87.842903137207	68.8588027954102	81.2	..
MLT	2005	Female	29.6280002593994	81.3817977905273	66.4737014770508	81.4	93.5042495727539
MLT	2006	Female	29.9689998626709	81.2837982177734	66.1051025390625	82	..
MLT	2007	Female	31.8980007171631	85.8612976074219	64.4542007446289	82.2	..
MLT	2008	Female	32.9199981689453	84.2017974853516	64.8140029907227	82.3	..
MLT	2009	Female	33.390998840332	81.6407012939453	64.2639999389648	82.7	..
MLT	2010	Female	34.0830001831055	79.8270034790039	63.4977989196777	83.6	..
MLT	2011	Female	35.4580001831055	82.8337020874023	62.6046981811523	83	94.7900390625
MLT	2012	Female	37.4620018005371	84.4064025878906	60.4025993347168	83	..
MLT	2013	Female	39.2599983215332	86.1914978027344	59.9631004333496	84	..
MLT	2014	Female	40.6920013427734	85.7656021118164	60.0343017578125	84.2	..
MLT	2015	Female	41.6110000610352	84.5047988891602	60.7603988647461	84	..
MLT	2016	Female	42.3380012512207	85.6981964111328	59.8597984313965	84	..
MHL	1990	Female	..	..	..	..	..
MHL	1991	Female	..	..	..	..	..
MHL	1992	Female	..	..	..	..	..
MHL	1993	Female	..	..	..	..	..
MHL	1994	Female	..	..	..	..	..
MHL	1995	Female	..	..	..	..	..
MHL	1996	Female	..	..	..	..	..
MHL	1997	Female	..	..	..	..	..
MHL	1998	Female	..	..	..	..	..
MHL	1999	Female	..	..	..	69.4	..
MHL	2000	Female	..	..	..	67.8	..
MHL	2001	Female	..	..	..	..	..
MHL	2002	Female	..	..	..	..	..
MHL	2003	Female	..	..	..	..	..
MHL	2004	Female	..	..	..	..	..
MHL	2005	Female	..	..	..	..	..
MHL	2006	Female	..	..	..	..	..
MHL	2007	Female	..	..	..	..	..
MHL	2008	Female	..	..	..	..	..
MHL	2009	Female	..	..	..	..	..
MHL	2010	Female	..	..	..	..	..
MHL	2011	Female	..	..	..	..	98.2029800415039
MHL	2012	Female	..	..	..	..	..
MHL	2013	Female	..	..	..	..	..
MHL	2014	Female	..	..	..	..	..
MHL	2015	Female	..	..	..	..	..
MHL	2016	Female	..	..	..	..	..
MRT	1990	Female	29.9500007629395	..	..	59.698	..
MRT	1991	Female	29.943000793457	..	..	59.937	..
MRT	1992	Female	29.943000793457	..	..	60.17	..
MRT	1993	Female	29.9769992828369	..	..	60.4	..
MRT	1994	Female	29.9449996948242	..	..	60.628	..
MRT	1995	Female	30.0100002288818	..	..	60.849	..
MRT	1996	Female	30.0629997253418	..	..	61.053	..
MRT	1997	Female	30.0410003662109	..	..	61.232	..
MRT	1998	Female	30.0790004730225	..	..	61.385	..
MRT	1999	Female	30.1650009155273	..	..	61.513	..
MRT	2000	Female	30.1989994049072	..	..	61.626	43.4173583984375
MRT	2001	Female	30.1849994659424	..	..	61.733	..
MRT	2002	Female	30.1730003356934	..	..	61.847	..
MRT	2003	Female	30.1650009155273	..	..	61.977	..
MRT	2004	Female	30.1620006561279	..	..	62.129	..
MRT	2005	Female	30.1639995574951	..	..	62.308	..
MRT	2006	Female	30.1989994049072	..	..	62.513	..
MRT	2007	Female	30.2299995422363	..	..	62.738	35.3484306335449
MRT	2008	Female	30.2649993896484	..	..	62.976	..
MRT	2009	Female	30.3080005645752	..	..	63.222	..
MRT	2010	Female	30.363000869751	..	..	63.469	..
MRT	2011	Female	30.4330005645752	..	..	63.711	..
MRT	2012	Female	30.5130004882813	73.7268981933594	51.6876983642578	63.944	..
MRT	2013	Female	30.6529998779297	..	..	64.165	..
MRT	2014	Female	30.7830009460449	..	..	64.372	..
