ARE	1990	Male	90.129997253418	70.603	NA	NA	NA
NGA	1995	Female	47.3129997253418	NA	NA	47.014	NA
USA	2000	Male	74.2269973754883	74.1	NA	40.0872001647949	79.309700012207
CHN	2005	Female	66.765998840332	NA	NA	75.569	NA
PHL	2010	Male	76.1289978027344	65.089	NA	63.8800010681152	65.0500030517578
MEX	2015	Female	43.9029998779297	86.4746017456055	77.5525970458984	79.365	93.4854965209961
TTO	2016	Male	67.264	71.2457962036133	74.0930023193359	NA	42.4686012268066
GBR	2001	Female	53.3740005493164	92.4166030883789	75.7078018188477	80.4	NA
