ARE	1990	0	67606.9169233671	1860174	4.454	NA
NGA	1995	NA	1242.73804698383	108011465	6.262	NA
USA	2000	43.0791626375201	45055.817918284	282162411	2.056	NA
CHN	2005	8.52325700269541	2738.2054599526	1303720000	1.565	NA
ECA	2005	12.4163704572817	6554.78687612716	393027492	1.67301285355903	NA
PHL	2010	25	2129.49924654605	93726624	3.158	4.942
MEX	2015	57.4310429923633	9717.89842992014	125890949	2.215	6.236
TTO	2016	73.296941218486	15765.9643231891	1364962	1.752	NA
GBR	2001	33.4810948744147	36341.7097504855	59119673	1.63	NA
